|h2e2
b0c2,c6c5,g3g4,b9c7,h0g2,h9i7,i0i1,g9e7,i1f1|f9e8
h2e2,h9g7,h0g2,b7e7,i0h0,i9h9,b0c2|b9c7
h2e2,h9g7,h0g2,b7e7,i0h0,i9h9,b0c2,b9c7|a0b0
h2e2,h9g7,h0g2,b7e7,i0h0,i9h9,b0c2,b9c7,a0b0|h7h3
h2e2,h9g7,h0g2,b7e7,i0h0,i9h9,b0c2,b9c7,a0b0,h7h3|c3c4
h2e2,h9g7,h0g2,b7e7,i0h0,i9h9,b0c2,b9c7,a0b0,h7h3,c3c4|g6g5
g0e2,b9c7,c3c4,g6g5,b0c2,h9g7,a0a1,a9a8,c2b4|b7b2
g0e2,b9c7,c3c4,g6g5,b0c2,h9g7,a0a1,a9a8,c2b4,b7b2|h2b2
g0e2,b9c7,c3c4,g6g5,b0c2,h9g7,a0a1,a9a8,c2b4,b7b2,h2b2|a8d8
b0c2,h9g7,c3c4,i9i8|h0g2
c3c4,g6g5,b0c2,h9g7,h0i2,b9c7|i0i1
c3c4,g6g5,b0c2,h9g7,h0i2,b9c7,h2f2|b7b5
c3c4,g6g5,h2e2,h9g7|h0g2
c3c4,g6g5,h2e2,h9g7,h0g2|i9h9
c3c4,g6g5,h2e2,h9g7,h0g2,i9h9|i0h0
c3c4,g6g5,h2e2,h9g7,h0g2,i9h9,b0c2|b9c7
c3c4,g6g5,h2e2,h9g7,h0g2,i9h9,b0c2,b9c7|i0i1
c3c4,g6g5,h2e2,h9g7,h0g2,i9h9,b0c2,b9c7,i0i1|c9e7
c3c4,g6g5,h2e2,h9g7,h0g2,i9h9,b0c2,b9c7,i0i1,g9e7|i1f1
c3c4,g6g5,h2e2,h9g7,h0g2,i9h9,b0c2,b9c7,i0i1,g9e7,i1f1|f9e8
c3c4,b7c7,g0e2,b9a7,b0c2,a9b9,a0b0,h7e7|b2b6
c3c4,b7c7,g0e2,b9a7,b0c2,a9b9,a0b0,h7e7,b2b6|h9g7
c3c4,b7c7,g0e2,b9a7,b0c2,a9b9,a0b0,h7e7,b2b6,h9g7|h0i2
c3c4,b7c7,g0e2,b9a7,b0c2,a9b9,a0b0,h7e7,b2b6,h9g7,h0f1|i9h9
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7,c3c4,b9c7|b0c2
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7,c3c4,b9c7,b0c2|a9a8
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7,c3c4,b9c7,b0c2,h9h5|i0h0
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7,c3c4,b9c7,b0c2,h9h5,i0h0|h5h0
h2e2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,h7i7,i0i1,b9c7|i1f1
h2e2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,h7i7,i0i1,b9c7,i1f1|c9e7
b0c2,h7e7|h0g2
b0c2,h7e7,b2a2|b9c7
b0c2,h7e7,b2a2,b9c7|a0b0
b0c2,h7e7,b2a2,b9c7,a0b0|a9b9
b0c2,h7e7,b2a2,b9c7,a0b0,a9b9|b0b6
b0c2,h7e7,b2a2,b9c7,a0b0,a9b9,b0b6|b7a7
c3c4,g6g5,b0c2,h9g7,h2e2,i9h9,h0g2,b9c7,i0h0|b7b3
c3c4,g6g5,b0c2,h9g7,h2e2,i9h9,h0g2,b9c7,i0h0,b7b3|e3e4
c3c4,g6g5,b0c2,h9g7,h2e2,i9h9,h0g2,b9c7,i0h0,b7b3,e3e4|h7h3
h2e2,h9g7,g3g4,i9h9,h0g2,c6c5,i0h0,b9c7,h0h6,a9a8|b0a2
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,c3c4,b7a7|b0c2
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,c3c4,b7a7,b0c2|a9b9
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,c3c4,b7a7,b0c2,a9b9|a0b0
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,c3c4,b7a7,b0c2,a9b9,a0b0|b9b5
h2e2,h9g7,c3c4,i9h9,h0g2,g6g5,b0c2,b9c7,b2b4|g9e7
h2e2,h9g7,c3c4,i9h9,h0g2,g6g5,b0c2,b9c7,b2b4,b7a7|g3g4
h2e2,h9g7,c3c4,i9h9,h0g2,g6g5,b0c2,b9c7,b2b4,b7a7,g3g4|g5g4
h2e2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,b9c7,a0a1|c9e7
h2e2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,b9c7,a0a1,c9e7|a1d1
h2e2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,b9c7,a0a1,c9e7,a1d1|d9e8
c0e2,g9e7|c3c4
c3c4,c9e7,b2e2,h9g7,b0c2,b9d8|h0g2
c3c4,c9e7,b2e2,h9g7,b0c2,b9d8,a0b0|a9c9
c3c4,c9e7,b2e2,h9g7,b0c2,b9d8,a0b0,a9c9|h0g2
g0e2,h7f7,g3g4,h9i7,h0g2,i9h9,i0h0,h9h5,b0c2|b9c7
g0e2,h7f7,g3g4,h9i7,h0g2,i9h9,i0h0,h9h5,b0c2,b9c7|b2b4
g0e2,h7f7,g3g4,h9i7,h0g2,i9h9,i0h0,h9h5,b0c2,b9c7,b2b4|c6c5
c3c4,c9e7,h2e2,i9i8,h0g2,i8d8,i0h0,d9e8|b0c2
g0e2,b7d7,g3g4,b9c7,b0c2,a9b9,a0b0,c6c5,h0g2,h9g7,b2b6|g9e7
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,c3c4,g6g5,b2b4,b7a7|b0c2
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,c3c4,g6g5,b2b4,b7a7,b0c2|a9b9
c3c4,b7c7,b0a2,h9g7|g3g4
c3c4,b7c7,b0a2,h9g7,g3g4|b9a7
b0c2,c6c5,g3g4,b9c7,h2e2,h7f7|h0g2
b0c2,c6c5,g3g4,b9c7,h2e2,h7f7,h0g2|h9g7
h2e2,h9g7,h0g2,i9h9,i0h0,h7h3,c3c4,g6g5,b0c2,c9e7|b2b9
h2e2,h9g7,h0g2,i9h9,i0h0,h7h3,c3c4,g6g5,b0c2,c9e7,b2b9|a9b9
g0e2,b7d7,b0a2,b9c7,g3g4|a9b9
g0e2,b7d7,b0a2,b9c7,g3g4,a9b9|a0b0
g0e2,b7d7,b0a2,b9c7,g3g4,a9b9,a0b0|h7e7
g0e2,b7d7,b0a2,b9c7,g3g4,a9b9,a0b0,h7e7|h0g2
g0e2,b7d7,b0a2,b9c7,g3g4,a9b9,a0b0,h7e7,h0g2|h9g7
g0e2,b7d7,b0a2,b9c7,g3g4,a9b9,a0b0,h7e7,h0g2,h9g7|i0h0
g0e2,b7d7,b0a2,b9c7,g3g4,a9b9,a0b0,h7e7,h0g2,h9g7,i0h0|i9h9
g0e2,b9c7,c3c4,h7e7,b2c2,e7e3,f0e1,e6e5|c4c5
g0e2,b9c7,c3c4,h7e7,b2c2,e7e3,f0e1,e6e5,c4c5|c7e6
g0e2,b9c7,c3c4,h7e7,b2c2,e7e3,f0e1,e6e5,c4c5,c7e6|c5d5
g0e2,b9c7,c3c4,h7e7,b2c2,e7e3,f0e1,e6e5,c4c5,c7e6,c5d5|e5e4
c3c4,b7c7,g0e2,b9a7,b0c2,a9b9,c2d4,h7e7|d4e6
c3c4,b7c7,g0e2,b9a7,b0c2,a9b9,c2d4,h7e7,d4e6|c7c8
c3c4,b7c7,g0e2,b9a7,b0c2,a9b9,c2d4,h7e7,d4e6,c7c8|b2a2
c3c4,b7c7,g0e2,b9a7,b0c2,a9b9,c2d4,h7e7,d4e6,c7c8,b2a2|c8e8
c3c4,g6g5,b0c2,h9g7,h2d2,i9h9,h0g2,b9a7|g0e2
c3c4,g6g5,b0c2,h9g7,h2d2,i9h9,h0g2,b9a7,c0e2|a9a8
h2e2,b9c7,h0g2,h7f7,i0h0,h9g7,b2d2,a9b9,b0c2,c6c5|a0b0
h2e2,b9c7,h0g2,h7f7,i0h0,h9g7,b2d2,a9b9,b0c2,c6c5,a0b0|g6g5
h2e2,b9c7,h0g2,i9i8,i0h0,h9i7,b0c2,h7g7,c3c4|i8d8
h2e2,b9c7,h0g2,i9i8,i0h0,h9i7,b0c2,h7g7,c3c4,i8d8|h0h4
h2e2,b9c7,h0g2,i9i8,i0h0,h9i7,b0c2,h7g7,c3c4,i8d8,h0h4|d9e8
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,g3g4,c6c5,b2b6,c7b5|b0a2
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,g3g4,c6c5,b2b6,c7b5,b0c2|a9a8
h2e2,h9g7,g3g4,i9h9,h0g2,c6c5,i0h0,b9c7,b0a2,h7h3|a0a1
h2e2,h9g7,g3g4,i9h9,h0g2,c6c5,i0h0,b9c7,b0a2,h7h3,g2f4|b7b3
h2d2,h9g7,h0g2,i9h9,g0e2|h7i7
h2d2,h9g7,h0g2,i9h9,g0e2,h7i7|f0e1
h2d2,h9g7,h0g2,i9h9,g0e2,h7i7,f0e1|c6c5
c0e2,b7e7,h0g2,b9c7,c3c4|a9b9
c0e2,b7e7,h0g2,b9c7,c3c4,a9b9|a0a2
c0e2,b7e7,h0g2,b9c7,c3c4,a9b9,a0a2|h7h5
c0e2,b7e7,h0g2,b9c7,c3c4,a9b9,a0a2,h7h5|a3a4
h2e2,h9g7,h0g2,g6g5,b0c2,i9h9,i0i1|b9c7
h2e2,h9g7,h0g2,g6g5,b0c2,i9h9,i0i1,b9c7|e3e4
h2e2,h9g7,h0g2,g6g5,b0c2,i9h9,i0i1,b9c7,e3e4|d9e8
h2e2,b9c7,h0g2,h9g7,i0h0,i9h9,g3g4,b7a7|b0a2
c3c4,g6g5,h2e2,h9g7,h0g2,b9c7|b0c2
c3c4,g6g5,h2e2,h9g7,h0g2,b9c7,b0c2|i9h9
c3c4,g6g5,h2e2,h9g7,h0g2,b9c7,b0c2,c9e7|i0h0
c3c4,g6g5,h2e2,h9g7,h0g2,b9c7,b0c2,c9e7,i0h0|i9h9
c3c4,g6g5,h2e2,h9g7,h0g2,b9c7,b0c2,c9e7,i0h0,i9h9|b2b4
g0e2,h7d7,h0g2,h9g7,i0h0,i9h9,b0c2,c6c5,g3g4|b9c7
g0e2,h7d7,h0g2,h9g7,i0h0,i9h9,b0c2,c6c5,g3g4,b9c7|h2h6
g0e2,h7d7,h0g2,h9g7,i0h0,i9h9,b0c2,c6c5,g3g4,b9c7,h2h6|b7b5
g0e2,c9e7,b2d2|c6c5
g0e2,c9e7,b2d2,b9c7|c3c4
g0e2,c9e7,b2d2,b9c7,c3c4|g6g5
g0e2,c9e7,b2d2,b9c7,c3c4,g6g5|b0c2
g0e2,c9e7,b2d2,b9c7,c3c4,g6g5,b0c2|h9g7
g0e2,c9e7,b2d2,b9c7,c3c4,g6g5,b0c2,h9g7|a0b0
g0e2,h7f7,h0g2,h9i7|i0h0
g0e2,h7f7,h0g2,h9i7,i0h0|i9h9
g0e2,h7f7,h0g2,h9i7,i0h0,i9h9|c3c4
g0e2,h7f7,h0g2,h9i7,i0h0,i9h9,h2h6|b9c7
g0e2,h7f7,h0g2,h9i7,i0h0,i9h9,h2h6,b9c7|b2b4
g0e2,h7f7,h0g2,h9i7,i0h0,i9h9,h2h6,b9c7,b2b4|c9e7
g0e2,h7f7,h0g2,h9i7,i0h0,i9h9,h2h6,b9c7,b2b4,c9e7|b4h4
g0e2,h7f7,h0g2,h9i7,i0h0,i9h9,h2h6,b9c7,b2b4,c9e7,b4h4|h9i9
b2e2,b9c7,b0c2,a9b9,c3c4,g6g5,a0b0|h9g7
b2e2,b9c7,b0c2,a9b9,c3c4,g6g5,a0b0,h9g7|h0i2
b2e2,b9c7,b0c2,a9b9,c3c4,g6g5,a0b0,h9g7,h0i2|i6i5
b2e2,b9c7,b0c2,a9b9,c3c4,g6g5,a0b0,h9g7,h0i2,i6i5|h2g2
b2e2,b9c7,b0c2,a9b9,c3c4,g6g5,a0b0,h9g7,h0i2,i6i5,h2g2|g7h5
c3c4,g6g5,h2e2,h9g7,h0g2,i9h9,b0c2,b9c7,b2b4|g7h5
b0c2,c6c5,h2f2,b9c7,h0g2,h9g7|i0h0
b0c2,c6c5,h2f2,b9c7,h0g2,h9g7,i0h0|i9h9
b0c2,c6c5,h2f2,b9c7,h0g2,h9g7,i0h0,i9h9|g3g4
b0c2,c6c5,h2f2,b9c7,h0g2,h9g7,i0h0,i9h9,g3g4|h7h3
b0c2,c6c5,h2f2,b9c7,h0g2,h9g7,i0h0,i9h9,g3g4,h7h3|c0e2
b0c2,c6c5,h2f2,b9c7,h0g2,h9g7,i0h0,i9h9,g3g4,h7h3,c0e2|c7d5
c3c4,b7c7,h2e2,h7e7,h0g2,b9a7,b2d2,h9g7,i0h0,a9b9|b0c2
c3c4,b7c7,h2e2,h7e7,h0g2,b9a7,b2d2,h9g7,i0h0,a9b9,b0c2|b9b3
h2e2,h9g7,h0g2,i9h9,i0h0,g9e7|b0c2
c3c4,g6g5,b0c2,h9g7,h2e2,i9h9,h0g2,b9c7,b2b4,c9e7|i0h0
b0c2,c6c5,h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,g3g4,c9e7|b2b6
b0c2,c6c5,h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,g3g4,c9e7,b2b6|c7b5
h2d2,h7d7,h0g2,h9g7,i0h0,g9e7|b0a2
h2d2,h7d7,h0g2,h9g7,i0h0,g9e7,b0c2|b9a7
h2e2,b9c7,h0g2,h7f7,i0h0,h9g7,b2d2,g6g5|b0c2
h2e2,b9c7,h0g2,h7f7,i0h0,h9g7,b2d2,g6g5,b0c2|a9b9
h2e2,b9c7,h0g2,h7f7,i0h0,h9g7,b2d2,g6g5,b0c2,c6c5|a0b0
h2e2,b9c7,h0g2,h7f7,i0h0,h9g7,b2d2,g6g5,b0c2,c6c5,a0b0|d9e8
g0e2,h7e7,g3g4,h9g7,h0g2,i9h9,h2h4|h9h5
g0e2,h7e7,g3g4,h9g7,h0g2,i9h9,h2h4,h9h5|b0c2
g0e2,h7e7,g3g4,h9g7,h0g2,i9h9,h2h4,h9h5,b0c2|g6g5
g0e2,h7e7,g3g4,h9g7,h0g2,i9h9,h2h4,h9h5,b0c2,b9c7|b2b1
g0e2,h7e7,g3g4,h9g7,h0g2,i9h9,h2h4,h9h5,b0c2,b9c7,b2b1|c6c5
b0c2,h9g7,c3c4,g6g5,c2d4|b9c7
c3c4,c9e7,b2d2,b9d8,b0c2,a9c9|c2d4
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,g3g4,c6c5,b0a2,a6a5,h0h5|c9e7
c3c4,h7e7,h0g2,h9g7,i0h0,i9h9,b0c2,g6g5,c0e2,b7b3|d0e1
c3c4,h7e7,h0g2,h9g7,i0h0,i9h9,b0c2,g6g5,c0e2,b7b3,d0e1|b3g3
h2e2,h9g7,h0g2,b9c7,i0h0,i9h9,g3g4,c6c5,h0h6|g9e7
h2e2,h9g7,h0g2,b9c7,i0h0,i9h9,g3g4,c6c5,h0h6,g9e7|b0a2
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,g3g4,c6c5,b0a2,h7h3,g2f4|b7b3
c3c4,g6g5,b0c2,h9g7,h2e2,i9h9,h0g2,b9c7,i0h0,c9e7|h0h6
c3c4,g6g5,b0c2,h9g7,h2e2,i9h9,h0g2,b9c7,i0h0,c9e7,h0h6|h7i7
b2e2,b9c7,b0c2,c6c5,a0b0,a9b9,b0b6,h9g7,h0g2|g6g5
b2e2,b9c7,b0c2,c6c5,a0b0,a9b9,b0b6,h9g7,h0g2,g6g5|i0i1
b2e2,b9c7,b0c2,c6c5,a0b0,a9b9,b0b6,h9g7,h0g2,g6g5,i0i1|h7h6
g0e2,c9e7,g3g4,c6c5,h0g2,b9c7,b0a2,h9i7,b2d2|a9b9
g0e2,c9e7,g3g4,c6c5,h0g2,b9c7,b0a2,h9i7,b2d2,a9b9|a0b0
g0e2,c9e7,g3g4,c6c5,h0g2,b9c7,b0a2,h9i7,b2d2,a9b9,a0b0|i9i8
h2e2,h9g7,c3c4,b7c7,b0a2|b9a7
h2e2,h9g7,c3c4,b7c7,b0a2,b9a7|a0b0
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,g3g4,c6c5,b2c2,c9e7|a0a1
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,g3g4,c6c5,b2c2,c9e7,a0a1|d9e8
c3c4,b7c7,h2e2,g9e7,b0a2,b9a7,a0b0,h9g7|h0g2
c3c4,b7c7,h2e2,g9e7,b0a2,b9a7,a0b0,h9g7,h0g2|g6g5
c3c4,b7c7,h2e2,g9e7,b0a2,b9a7,a0b0,h9g7,h0g2,g6g5|i0h0
c3c4,b7c7,h2e2,g9e7,b0a2,b9a7,a0b0,h9g7,h0g2,g6g5,i0h0|i9h9
g0e2,h7e7,b0c2,h9g7,h2f2,i9h9,h0g2,b9c7|f0e1
h2d2,h9g7,h0g2,i9h9,g0e2,g6g5|c3c4
h2d2,h9g7,h0g2,i9h9,g0e2,g6g5,f0e1|b9c7
h2d2,h9g7,h0g2,i9h9,g0e2,g6g5,f0e1,b9c7|c3c4
h2e2,b9c7,h0g2,g6g5,i0h0,i9i7,b2d2|a9b9
h2e2,b9c7,h0g2,g6g5,i0h0,i9i7,b2d2,h9g7|b0c2
h2e2,b9c7,h0g2,g6g5,i0h0,i9i7,b2d2,h9g7,b0c2|a9b9
h2e2,b9c7,h0g2,g6g5,i0h0,i9i7,b2d2,h9g7,b0c2,a9b9|a0b0
h2e2,b9c7,h0g2,g6g5,i0h0,i9i7,b2d2,h9g7,b0c2,a9b9,c3c4|g7f5
b0c2,c6c5,g3g4,b9c7,h0g2,h9i7,i3i4,c9e7,c0e2|i9i8
b0c2,c6c5,g3g4,b9c7,h0g2,h9i7,i3i4,c9e7,c0e2,h7f7|b2b4
h2e2,h9g7,h0g2,i9h9,i0h0,g6g5,c3c4,b9c7,b0c2,c9e7|h0h6
h2e2,h9g7,h0g2,i9h9,i0h0,g6g5,c3c4,b9c7,b0c2,c9e7,h0h6|h7i7
b0c2,g6g5,h2e2,h9g7,h0g2,i9h9,i0h0|b9c7
b0c2,g6g5,h2e2,h9g7,h0g2,i9h9,i0h0,b9c7|h0h6
h2e2,h9g7,h0g2,i9h9,i0h0,g6g5,h0h6,c6c5,b2c2|b9c7
g0e2,h7e7,b0c2,h9g7,b2a2,b7d7|a0b0
g0e2,h7e7,b0c2,h9g7,b2a2,b7d7,a0b0|b9c7
g0e2,h7e7,b0c2,h9g7,b2a2,b7d7,a0b0,b9c7|h2f2
g0e2,b9c7,c3c4,g6g5,b0c2,h9g7,h0g2|b7b3
h2e2,h9g7,g3g4,i9h9,h0g2,c6c5,i0h0,b9c7,b0a2,a6a5,h0h6|a5a4
c3c4,g9e7,b2e2|b9c7
c3c4,g9e7,b2e2,b9c7|b0c2
c3c4,g9e7,b2e2,b9c7,b0c2|a9b9
c3c4,g9e7,b2e2,b9c7,b0c2,a9b9|a0b0
c3c4,g9e7,b2e2,b9c7,b0c2,a9b9,a0b0|g6g5
c3c4,b7c7,h2e2,g9e7,b0a2,a6a5,h0g2,a5a4,a3a4,a9a4,b2b8|a4c4
h2e2,h9g7,h0g2,i9h9,i0h0,c6c5,b0a2,b9c7,b2c2|c7b5
h2e2,h9g7,h0g2,i9h9,i0h0,c6c5,b0a2,b9c7,b2c2,c7b5|h0h6
h2e2,h9g7,h0g2,i9h9,i0h0,c6c5,b0a2,b9c7,b2c2,c7b5,h0h6|c9e7
c3c4,g6g5,b0c2,h9g7,b2a2,b9c7,a0b0,a9b9,h2d2|i9i8
c3c4,g6g5,b0c2,h9g7,b2a2,b9c7,a0b0,a9b9,h2d2,i9i8|h0g2
c3c4,g6g5,b0c2,h9g7,b2a2,b9c7,a0b0,a9b9,h2d2,i9i8,h0g2|b7b5
b0c2,h9g7,c3c4,g6g5,g0e2|c9e7
h2e2,h9g7,h0g2,c6c5,i0h0,i9h9,g3g4,b9c7,b0c2|a9a8
h2e2,h9g7,h0g2,i9h9,i0h0,g6g5,c3c4,b9c7,b0c2,c9e7,b2b4|b7b5
c3c4,b7c7,b0a2,h7e7,h0g2,h9g7|i0h0
c3c4,b7c7,b0a2,h7e7,h0g2,h9g7,i0h0|b9a7
c3c4,b7c7,b0a2,h7e7,h0g2,h9g7,i0h0,b9a7|a0b0
c3c4,b7c7,b0a2,h7e7,h0g2,h9g7,i0h0,b9a7,a0b0|a9b9
c3c4,b7c7,b0a2,h7e7,h0g2,h9g7,i0h0,b9a7,a0b0,a9b9|b2b6
c3c4,b7c7,b0a2,h7e7,h0g2,h9g7,i0h0,b9a7,a0b0,a9b9,b2b6|g6g5
h2e2,h9g7,c3c4,g6g5,h0g2,i9h9,b0c2,b9c7,i0i1,g9e7|i1f1
c3c4,c9e7,b0c2,h9g7,c0e2|i9i8
c3c4,c9e7,b0c2,h9g7,c0e2,i9i8|h0i2
c3c4,c9e7,b0c2,h9g7,c0e2,i9i8,h0i2|g6g5
g0e2,h7e7,g3g4,h9g7,h0g2,i9h9,h2h4,b9a7|b0c2
g0e2,h7e7,g3g4,h9g7,h0g2,i9h9,h2h4,b9a7,b0c2|b7c7
g0e2,h7e7,g3g4,h9g7,h0g2,i9h9,h2h4,b9a7,b0c2,b7c7|b2b1
g0e2,h7e7,g3g4,h9g7,h0g2,i9h9,h2h4,b9a7,b0c2,b7c7,b2b1|h9h5
h2e2,h9g7,g3g4,i9h9,h0g2,c6c5,i0h0,b9c7,b2c2,c7b5,g2f4|c9e7
c3c4,g6g5,b0c2,h9g7,g0e2,c9e7,c2d4|i9i8
c3c4,g6g5,b0c2,h9g7,g0e2,c9e7,c2d4,b9d8|b2d2
h2e2,h9g7,g3g4,c6c5,h0g2,i9h9,i0h0,b9c7,b2b6,g9e7,b6c6|a9b9
c3c4,g6g5,b2d2,h7e7|h2e2
c3c4,g6g5,b2d2,h7e7,h0g2|h9g7
c3c4,g6g5,b2d2,h7e7,h0g2,h9g7|i0h0
c3c4,g6g5,b2d2,h7e7,h0g2,h9g7,i0h0|i9h9
c3c4,g6g5,b2d2,h7e7,h0g2,h9g7,i0h0,i9h9|b0c2
c3c4,g6g5,b2d2,h7e7,h0g2,h9g7,i0h0,i9h9,b0c2|b9a7
g0e2,h9g7,c3c4,g6g5,b0c2,b9c7|a0a1
g0e2,h7e7,h0g2,h9g7,g3g4,i9h9,h2h4|b9a7
g0e2,h7e7,h0g2,h9g7,g3g4,i9h9,h2h4,b9c7|b0c2
h2e2,h9g7,g3g4,c6c5,h0g2,i9h9,i0h0,b9c7,b0a2,a6a5,h0h6|a5a4
c3c4,g6g5,h2g2,h7e7,b0c2,h9g7,g2g5|b7c7
c3c4,g6g5,h2g2,h7e7,b0c2,h9g7,g2g5,g7f5|h0g2
c3c4,g6g5,h2g2,h7e7,b0c2,h9g7,g2g5,g7f5,h0g2|g9i7
c3c4,g6g5,h2g2,h7e7,b0c2,h9g7,g2g5,g7f5,h0g2,g9i7|g5g4
b2e2,b9c7,c3c4,a9b9,b0c2,b7a7,g3g4,g6g5|g4g5
b2e2,b9c7,c3c4,a9b9,b0c2,b7a7,g3g4,g6g5,g4g5|b9b5
b2e2,b9c7,c3c4,a9b9,b0c2,b7a7,g3g4,g6g5,g4g5,b9b5|g5g6
b2e2,b9c7,c3c4,a9b9,b0c2,b7a7,g3g4,g6g5,g4g5,b9b5,g5g6|b5g5
c3c4,g6g5,b0c2,h9g7,h2g2|c9e7
h2d2,h9g7,h0g2,g6g5,i0h0,i9h9,h0h4,h7i7,h4d4,b9c7|b0c2
h2e2,h9g7,h0g2,c6c5,i0h0,i9h9,g3g4,b9c7,b2b6,g9e7,b6c6|a9b9
g0e2,b9c7,c3c4,h7e7,b2c2,e6e5|c4c5
g0e2,b9c7,c3c4,h7e7,b2c2,e6e5,c4c5|e7e3
g0e2,b9c7,c3c4,h7e7,b2c2,e6e5,c4c5,e5e4|e3e4
g0e2,b9c7,c3c4,h7e7,b2c2,e6e5,c4c5,e5e4,e3e4|c7e6
g0e2,b9c7,c3c4,h7e7,b2c2,e6e5,c4c5,e5e4,e3e4,c7e6|c5d5
g0e2,b9c7,c3c4,h7e7,b2c2,e6e5,c4c5,e5e4,e3e4,c7e6,c5d5|e7e4
c3c4,b7c7,b0a2,b9a7,g3g4|a9b9
c3c4,b7c7,b0a2,b9a7,g3g4,a9b9|a0b0
c3c4,b7c7,b0a2,b9a7,g3g4,a9b9,a0b0|h7e7
c3c4,b7c7,b0a2,b9a7,g3g4,a9b9,a0b0,h7e7|h0g2
h2e2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,b7e7,a0b0|b9c7
h2e2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,b7e7,a0b0,b9c7|b2a2
h2e2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,b7e7,a0b0,b9c7,i0h0|h7h3
c3c4,g6g5,g0e2,h9g7|h0f1
c3c4,g6g5,g0e2,h9g7,b0c2|c9e7
c3c4,g6g5,g0e2,h9g7,b0c2,c9e7|a0a1
g0e2,c9e7,c3c4,g6g5,b2d2|b9c7
h2e2,h9g7,g3g4,i9h9,h0g2,b9c7,i0h0,c6c5,b2c2|c7b5
h2e2,b9c7,h0g2,i9i8,i0h0,h9i7,c3c4,h7g7,b0c2|i8d8
h2e2,b9c7,h0g2,i9i8,i0h0,h9i7,c3c4,h7g7,b0c2,i8d8|h0h4
g0e2,h7e7,h0g2,g6g5,i0h0,h9g7,c3c4|i9h9
g0e2,h7e7,h0g2,g6g5,i0h0,h9g7,c3c4,i9h9|b0c2
g0e2,h7e7,h0g2,g6g5,i0h0,h9g7,c3c4,i9h9,b0c2|b7c7
h2e2,b9c7,h0g2,h7f7,i0h0,h9g7,b2d2,i9i8,b0c2|i8d8
h2e2,b9c7,h0g2,h7f7,i0h0,h9g7,b2d2,i9i8,b0c2,i8d8|f0e1
h2e2,b9c7,h0g2,h7f7,i0h0,h9g7,b2d2,i9i8,b0c2,i8d8,f0e1|a9b9
h2f2,b7e7,b0c2,b9c7,h0g2,h9i7,i0h0,i9h9,a0b0,a9b9,c3c4|b9b5
h2e2,h9g7,g3g4,b7e7,b0c2,b9c7|a0b0
h2e2,h9g7,g3g4,b7e7,b0c2,b9c7,a0b0|c6c5
h2e2,h9g7,g3g4,b7e7,b0c2,b9c7,a0b0,a9b9|b2b6
h2e2,h9g7,g3g4,b7e7,b0c2,b9c7,a0b0,a9b9,b2b6|c6c5
h2e2,h9g7,g3g4,b7e7,b0c2,b9c7,a0b0,a9b9,b2b6,c6c5|h0g2
h2e2,h9g7,g3g4,b7e7,b0c2,b9c7,a0b0,a9b9,b2b6,c6c5,h0g2|h7h3
c3c4,h9g7,b0c2,g6g5,h0i2|c9e7
c3c4,h9g7,b0c2,g6g5,h0i2,c9e7|h2f2
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7,b0c2,c6c5,i0i1|b9c7
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7,b0c2,c6c5,i0i1,b9c7|i1d1
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7,b0c2,c6c5,i0i1,b9c7,i1d1|h9h5
h2d2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,b9a7,b2b6|d9e8
c3c4,b7c7,d0e1,h9g7|b2d2
c3c4,b7c7,d0e1,h9g7,b2d2|b9a7
c3c4,b7c7,d0e1,h9g7,b2d2,b9a7|b0c2
c3c4,b7c7,d0e1,h9g7,b2d2,b9a7,b0c2|a9b9
g0e2,h7e7,g3g4,h9g7,h0g2,i9h9,i0h0,b9a7|b0c2
